p,next_p,gap,log_x,z_gap_over_logx
90271,90281,10,11.41057153610832,0.8763802907115897
90313,90353,40,11.411036693605743,3.5053782643968088
90379,90397,18,11.411767218509283,1.5773192403368475
90641,90647,6,11.414661928297692,0.5256397462920569
90833,90841,8,11.416777934685822,0.7007230976872068
90931,90947,16,11.417856256130069,1.401313840451429
90971,90977,6,11.418296053390623,0.5254724498247986
90989,90997,8,11.418493899071638,0.7006177934421305
91033,91079,46,11.418977357124588,4.028381750954208
91151,91153,2,11.420272750973671,0.17512716584019272
91283,91291,8,11.421719849902985,0.700419910935563
91411,91423,12,11.423121100310157,1.0505009878319664
91583,91591,8,11.425000943918706,0.7002187605295767
91591,91621,30,11.425088292559943,2.625800276706492
91753,91757,4,11.426855462929947,0.35005255933939716
91939,91943,4,11.428880592642377,0.3499905321064513
92173,92177,4,11.431422525009607,0.3499127069486602
92177,92179,2,11.431465920724287,0.17495568931139163
92383,92387,4,11.433698258018902,0.34984306125051384
92507,92551,44,11.435039596312933,3.8478222685111803
92893,92899,6,11.439203572124452,0.5245120398609795
92927,92941,14,11.439569517667229,1.2238222756877741
93089,93097,8,11.44131130376043,0.6992205515263473
93103,93113,10,11.441461686161677,0.8740142015329118
93377,93383,6,11.444400341215106,0.5242738650440248
93463,93479,16,11.445320915033061,1.3979511906026605
93913,93923,10,11.450124100768129,0.8733529795829158
93971,93979,8,11.450741503014646,0.6986447120384155
93983,93997,14,11.450869193832785,1.2226146123073458
94291,94307,16,11.454141023982018,1.3968747168818794
94379,94397,18,11.455073869759106,1.5713560824360298
94433,94439,6,11.45564586731723,0.523759207424341
94477,94483,6,11.45611169761521,0.5237379102413086
94561,94573,12,11.457000407880116,1.047394568629535
94603,94613,10,11.457444467010713,0.8727949787400571
94613,94621,8,11.457550166317423,0.6982295415575112
94781,94789,8,11.459324246215024,0.6981214448698729
94873,94889,16,11.46029443410683,1.3961246887673857
94889,94903,14,11.46046306639399,1.2215911275917641
94903,94907,4,11.460610596321757,0.3490215435191373
95021,95027,6,11.461853198785724,0.5234755580917442
95177,95189,12,11.463493594951633,1.0468013001974055
95273,95279,6,11.464501733656077,0.523354624508969
96059,96079,20,11.472717865004313,1.7432660887623495
96167,96179,12,11.473841542460681,1.0458572184034607
96581,96587,6,11.478137313484511,0.5227328996100441
96601,96643,42,11.478344372113902,3.6590642899717336
96989,96997,8,11.482352848993164,0.6967213170688692
97303,97327,24,11.48558510017566,2.0895757413031526
97613,97649,36,11.4887659602526,3.1334958101286343
97841,97843,2,11.491098991077424,0.1740477565768909
97859,97861,2,11.491282946111157,0.1740449703813823
97861,97871,10,11.491303383470651,0.8702233042062247
98057,98081,24,11.493304221223058,2.0881723426134147
98519,98533,14,11.498004701959655,1.2176025634790286
98779,98801,22,11.50064031053659,1.9129369675046846
99109,99119,10,11.503975533550639,0.8692647138231139
99277,99289,12,11.50566920185545,1.042964106604493
99377,99391,14,11.506675977540276,1.2166849946349763
99391,99397,6,11.506816845285819,0.5214300427887766
99707,99709,2,11.509991164117174,0.1737620795257493
99901,99907,6,11.511934974596555,0.5211982184784948
100193,100207,14,11.514853604913117,1.215820928372596
100469,100483,14,11.517604501186959,1.2155305383647454
100511,100517,6,11.518022453228072,0.520922755999527
100523,100537,14,11.518141836019185,1.2154738324388075
100907,100913,6,11.521954579554748,0.5207449793845536
100981,100987,6,11.522687659314952,0.5207118493010261
101063,101081,18,11.523499363740743,1.5620255125485478
101221,101267,46,11.525061524189727,3.991301903547456
101341,101347,6,11.526246346753071,0.5205510813752642
101383,101399,16,11.526660703223948,1.3880863167530282
101503,101513,10,11.527843633677437,0.8674649238636448
101581,101599,18,11.52861178876435,1.561332823917498
102013,102019,6,11.532855535125615,0.520252766691285
102043,102059,16,11.533149572058772,1.3873053410113587
102061,102071,10,11.533325952727907,0.8670525779803147
102229,102233,4,11.534970673838794,0.3467715794953829
102407,102409,2,11.53671034862615,0.17335964408937166
102559,102563,4,11.538193521716947,0.3466747192679065
102797,102811,14,11.540511448697996,1.2131178121728292
102829,102841,12,11.540822693387465,1.0397872247769329
102871,102877,6,11.541231055084923,0.519875217068501
103237,103289,52,11.544782594905888,4.504199154252146
103483,103511,28,11.547162626989124,2.424838109974804
104311,104323,12,11.555132100432616,1.038499594440009
104399,104417,18,11.55597537584074,1.5576357178496008
104651,104659,8,11.55838628349022,0.6921381414140007
104659,104677,18,11.558462725131841,1.557300518940306
104681,104683,2,11.558672909521647,0.17303024453200566
104959,104971,12,11.561325076693505,1.0379433084353644
105137,105143,6,11.563019540582294,0.5188956032584764
105211,105227,16,11.563723136557087,1.3836374159995448
105359,105361,2,11.565128845104088,0.17293365485043152
105653,105667,14,11.567915418287056,1.2102439803344516
105673,105683,10,11.56810469930368,0.864445841383328
106699,106703,4,11.5777670651747,0.3454897630504059
107171,107183,12,11.582180968632997,1.036074296585293
107563,107581,18,11.585832001403288,1.5536216991425236
107837,107839,2,11.58837610676808,0.17258673532626534
108193,108203,10,11.591671948292463,0.8626883200807863
108359,108377,18,11.593205067658849,1.5526336241747296
108821,108827,6,11.59745960948492,0.5173546795621459
108883,108887,4,11.598029190215417,0.3448861814707767
109133,109139,6,11.600322600878652,0.5172269950100816
109201,109211,10,11.600945499760169,0.8619987052095655
109321,109331,10,11.602043787457173,0.8619171055715956
109481,109507,26,11.603506297201317,2.2407020200670735
109517,109519,2,11.603835067330033,0.17235681034720074
109583,109589,6,11.60443753197628,0.5170435864269052
109721,109741,20,11.605696059118646,1.72329172659023
109897,109903,6,11.607298842475906,0.5169161302234693
110017,110023,6,11.60839017828818,0.5168675335553533
110221,110233,12,11.610242720159633,1.0335701233156482
110419,110431,12,11.612037499466652,1.0334103726887867
110569,110573,4,11.613395039451053,0.3444298576266354
110711,110729,18,11.614678481420432,1.549763088904607
110821,110849,28,11.61567156602257,2.4105364757302397
110923,110927,4,11.616591545883978,0.3443350817837174
111263,111269,6,11.619652047134181,0.5163665810010045
111773,111779,6,11.624225307853303,0.5161634294843211
112289,112291,2,11.628831184014418,0.17198633021255838
112577,112583,6,11.631392710945782,0.5158453634149648
112589,112601,12,11.631499298974271,1.0316812726849605
112859,112877,18,11.6338945309487,1.5472032991287714
112909,112913,4,11.634337463523888,0.34380986562757415
113011,113017,6,11.635240438089491,0.5156747754312159
113023,113027,4,11.635346616806068,0.34378004641670146
113063,113081,18,11.635700464460653,1.5469631634965217
113153,113159,6,11.636496164187891,0.5156191275570913
113189,113209,20,11.636814266884727,1.7186834421611996
113383,113417,34,11.638526747221311,2.9213319467704513
113567,113591,24,11.640148250110188,2.0618294100998935
113717,113719,2,11.641468184833071,0.17179963628691378
113957,113963,6,11.64357646323901,0.515305586641969
114013,114031,18,11.644067755962846,1.545851533780566
114089,114113,24,11.644734124541923,2.061017430137685
114167,114193,26,11.645417567720074,2.2326378465010466
114197,114199,2,11.645680306156715,0.17173749814707356
114319,114329,10,11.646748065189703,0.858608767359571
114553,114571,18,11.648792876975632,1.545224487215136
114571,114577,6,11.648949997137963,0.5150678817811171
114761,114769,8,11.65060698389491,0.6866595028961764
114781,114797,16,11.650781243943621,1.3732984651408862
114997,115001,4,11.652661320048594,0.343269223238981
115061,115067,6,11.653217701497194,0.5148792508380862
115099,115117,18,11.653547906574925,1.544593984965249
115343,115361,18,11.65566557688837,1.5443133539874032
115547,115553,6,11.657432652578816,0.5146930871329289
115601,115603,2,11.65789988570203,0.1715574863061677
115613,115631,18,11.658003685645033,1.5440036292117596
115657,115663,6,11.658384193281396,0.5146510786166866
115679,115693,14,11.658574392818574,1.2008329259041906
115771,115777,6,11.659369380978829,0.5146075918812932
115933,115963,30,11.660767717014435,2.5727294058200356
116273,116279,6,11.663696153342345,0.5144166927119961
116351,116359,8,11.664366763450701,0.6858494903527312
116491,116507,16,11.665569295784824,1.3715575806301503
116969,116981,12,11.669664221407558,1.0283072222409324
117041,117043,2,11.670279579744998,0.1713755001612139
117619,117643,24,11.675205866022356,2.055638271000064
117727,117731,4,11.676123663712405,0.34257944804330775
117757,117763,6,11.676378458094717,0.5138579587440886
117797,117809,12,11.676718082982298,1.0276860257069027
117851,117877,26,11.677176393691026,2.226565663086784
117979,117989,10,11.67826192150826,0.8562918067099226
118051,118057,6,11.67887201346465,0.5137482449574376
118273,118277,4,11.680750790612137,0.3424437411347578
118661,118669,8,11.684025967216867,0.6846954998599338
119179,119183,4,11.688381843596193,0.3422201681571099
119549,119551,2,11.691481608150525,0.17106471763217185
119747,119759,12,11.693136462767283,1.0262430476382292
119809,119813,4,11.69365408705041,0.34206587352618995
119921,119923,2,11.694588471634306,0.17101927142208384
119993,120011,18,11.695188686729395,1.5390944500471988
120097,120103,6,11.696055028572077,0.512993482447091
120233,120247,14,11.697186805832652,1.1968689764806593
120283,120293,10,11.697602578593886,0.854876025477184
120299,120319,20,11.697735589376267,1.7097326099731425
120383,120391,8,11.698433605874474,0.683852237788718
120739,120749,10,11.701386470056718,0.8545995831852504
120863,120871,8,11.70241295171571,0.6836196973229446
120997,121001,4,11.703521030883087,0.3417774864030112
121001,121007,6,11.703554089007538,0.5126647815158515
121379,121403,24,11.706673160766355,2.0501127579467577
121727,121763,36,11.70953611139446,3.0744172661945743
121997,122011,14,11.711751733249116,1.1953805305020815
122011,122021,10,11.711866483585297,0.8538348703014542
122387,122389,2,11.714943434269445,0.1707221218114846
122503,122509,6,11.715890798462967,0.5121249509074592
122509,122527,18,11.715939775655931,1.5363684300768992
122651,122653,2,11.717098202935093,0.17069072609624514
122777,122789,12,11.718124980736077,1.0240546179296868
122921,122929,8,11.719297151583929,0.6826347942648382
122971,123001,30,11.719703834198159,2.55979164869848
123457,123479,22,11.723648196284437,1.876548974488371
123517,123527,10,11.724134077398888,0.8529414568260034
123887,123911,24,11.727125138787134,2.046537383712286
124001,124021,20,11.728044909070785,1.7053140702532152
124291,124297,6,11.730380869406764,0.5114923434113045
124513,124529,16,11.732165407106436,1.3637721123764963
124541,124543,2,11.732390257942946,0.17046824696663837
124643,124669,26,11.733208930134554,2.2159325854348215
125029,125053,24,11.7363009893766,2.044937329208256
125119,125131,12,11.737020563419833,1.0224059790267201
125149,125183,34,11.737260306416491,2.896757770756177
125197,125201,4,11.737643775699707,0.34078389806659054
125803,125813,10,11.742472470340921,0.851609405536862
125887,125897,10,11.743139958148294,0.8515609994975177
125927,125929,2,11.743457652957451,0.17030759245734783
126023,126031,8,11.744219708957814,0.6811861663230007
126041,126047,6,11.744362529828948,0.5108834119145153
126131,126143,12,11.745076328377726,1.0217047266867345
126227,126229,2,11.745837152323316,0.17027309114398897
126241,126257,16,11.745948057467846,1.3621718674149517
126473,126481,8,11.747784125633245,0.680979486381971
127157,127163,6,11.753177822421806,0.5105002315674713
127247,127249,2,11.753885358496353,0.17015650051021558
127597,127601,4,11.756632138644653,0.3402334914309171
127819,127837,18,11.75837047967187,1.5308243630457807
128461,128467,6,11.76338063530585,0.5100574559316722
128603,128621,18,11.76448541866286,1.5300286718401885
128861,128873,12,11.766489583022603,1.0198453765950994
129263,129277,14,11.769604367583613,1.18950472443742
129401,129403,2,11.770671388994348,0.1699138421169427
129733,129737,4,11.773233771249503,0.3397537225301759
129919,129937,18,11.774666458321548,1.5287057228936454
130021,130027,6,11.775451254853326,0.5095346131662736
130259,130261,2,11.77728005511714,0.16981849719460607
130423,130439,16,11.7785382932896,1.3584028511513544
130619,130621,2,11.780039967631906,0.16977871089532917
130787,130807,20,11.781325324686678,1.697601878295632
131071,131101,30,11.783494440095435,2.5459340735053657
131303,131311,8,11.785262908468557,0.6788138764601871
131371,131381,10,11.785780660522578,0.8484800700131647
131477,131479,2,11.786587210359338,0.16968440179547326
131507,131519,12,11.78681536112235,1.0180867038590269
132103,132109,6,11.791337200320678,0.5088481397883206
132241,132247,6,11.792381294474783,0.5088030865158039
132469,132491,22,11.794103934770822,1.865338827067704
132893,132911,18,11.797299572132822,1.525772901666326
133051,133069,18,11.79848779234903,1.5256192417872794
133169,133183,14,11.799374277269228,1.1865035951075933
133337,133349,12,11.800635037043891,1.0168944266414708
133669,133673,4,11.803121873827338,0.33889339132130303
133723,133733,10,11.803525775221054,0.8472044870688412
133801,133811,10,11.80410890048989,0.847162635002883
133811,133813,2,11.804183635554123,0.16943145428337908
134087,134089,2,11.80624412199037,0.16940188423469832
134669,134677,8,11.810575194857744,0.6773590505128957
134777,134789,12,11.811376839757159,1.0159696166502736
134837,134839,2,11.811821920509571,0.16932188899049355
135193,135197,4,11.814458666102693,0.33856819961430396
135209,135211,2,11.814577008422784,0.1692824041499049
135433,135449,16,11.81623233206914,1.3540695164376682
135449,135461,12,11.816350464687908,1.015541984461354
135571,135581,10,11.817250767309416,0.8462205124446918
135787,135799,12,11.818842760511163,1.0153278322725567
135937,135977,40,11.819946822097457,3.3841099796844922
135979,136013,34,11.82025574103076,2.8764183064143336
136133,136139,6,11.821387628021716,0.5075546280013227
136189,136193,4,11.82179890585303,0.33835798019027213
136319,136327,8,11.822753006355486,0.6766613491544219
136333,136337,4,11.822855701366064,0.3383277357887251
136943,136949,6,11.827320059839794,0.5073000451195427
137191,137197,6,11.829129394454663,0.5072224506067808
137201,137209,8,11.829202282877098,0.676292433647879
137447,137453,6,11.83099366723661,0.5071425248595736
137519,137537,18,11.831517368360716,1.5213602312865422
137633,137639,6,11.832346001309219,0.5070845628868624
137771,137777,6,11.833348165486571,0.5070416179843119
137999,138007,8,11.835001717736276,0.6759610341256621
138337,138349,12,11.837448016217543,1.0137320124709108
138433,138449,16,11.83814173304993,1.3515634768361424
138569,138571,2,11.839123675497477,0.16893142219125948
138739,138763,24,11.840349749186634,2.0269671511729346
139033,139067,34,11.84246659400746,2.8710235093426166
139109,139121,12,11.843013077471959,1.013255657280888
139273,139291,18,11.84419131470693,1.5197322908529352
139301,139303,2,11.844392338493027,0.16885627753989632
139313,139333,20,11.844478479175171,1.6885504950820567
140443,140449,6,11.852556991489704,0.5062198818624606
140521,140527,6,11.85311222277915,0.5061961691773476
140611,140617,6,11.853752491429283,0.5061688274947727
140731,140741,10,11.854605545770811,0.843554006195301
140741,140759,18,11.854676600795852,1.5183881101228514
140779,140797,18,11.854946563855178,1.5183535331049587
140977,140983,6,11.856352035487323,0.5060578483197329
141689,141697,8,11.861389793872275,0.6744572212046255
141769,141773,4,11.861954251408307,0.33721256339570704
142159,142169,10,11.864701428476273,0.8428362112846064
142381,142391,10,11.86626184209155,0.8427253783098214
142453,142469,16,11.866767399725354,1.3483031613453809
143413,143419,6,11.873483858547761,0.5053276756409265
143509,143513,4,11.874153029985171,0.3368661318326462
143617,143629,12,11.874905312990494,1.0105343734297114
143719,143729,10,11.87561528322941,0.8420616331451787
143827,143831,4,11.876366467423095,0.33680334898489456
143947,143953,6,11.877200455253512,0.5051695492220211
144061,144071,10,11.877992099971392,0.8418931344485475
